Title,Text,Image,Label
Nature loss 'to damage economies',"The Earth's ongoing nature losses may soon begin to hit national economies, a major UN report has warned.The third Global Biodiversity Outlook (GBO-3) says that some ecosystems may soon reach ""tipping points"" where they rapidly become less useful to humanity.Such tipping points could include rapid dieback of forest, algal takeover of watercourses and mass coral reef death.Last month, scientists confirmed that governments would not meet their target of curbing biodiversity loss by 2010.""The news is not good,"" said Ahmed Djoglaf, executive secretary of the UN Convention on Biological Diversity (CBD).""We continue to lose biodiversity at a rate never before seen in history - extinction rates may be up to 1,000 times higher than the historical background rate.""The global abundance of vertebrates - the group that includes mammals, reptiles, birds, amphibians and fish - fell by about one-third between 1970 and 2006, the UN says.The 2010 target of significantly curbing the global rate of biodiversity loss was agreed at the Johannesburg summit in 2002. It has been clear for a while that it would not be met.But GBO-3 concludes that none of the 21 subsidiary targets set at the same time are being met either, at least not on a global basis.These include measures such as curbing the rate of habitat loss and degradation, protecting at least 10% of the Earth's ecological regions, controlling the spread of invasive species and making sure that international trade does not take any species towards extinction.No government submitting reports to the convention on biodiversity group claims to have completely met the 2010 target.While progress is being made in some regions, the global failure means an ever-growing number of species are on the Red List of Threatened Species.""Twenty-one percent of all known mammals, 30% of all known amphibians, 12% of all known birds (and)... 27% of reef-building corals assessed... are threatened with extinction,"" said Bill Jackson, deputy director general of the International Union for the Conservation of Nature (IUCN), which maintains the Red List.""If the world made equivalent losses in share prices, there would be a rapid response and widespread panic.""The relationship between nature loss and economic harm is much more than just figurative, the UN believes.An ongoing project known as The Economics of Ecosystems and Biodiversity (TEEB) is attempting to quantify the monetary value of various services that nature provides for us.These services include purifying water and air, protecting coasts from storms and maintaining wildlife for ecotourism.The rationale is that when such services disappear or are degraded, they have to be replaced out of society's coffers.TEEB has already calculated the annual loss of forests at $2-5 trillion, dwarfing costs of the banking crisis.""Many economies remain blind to the huge value of the diversity of animals, plants and other lifeforms and their role in healthy and functioning ecosystems,"" said Achim Steiner, executive director of the UN Environment Programme (Unep).""Humanity has fabricated the illusion that somehow we can get by without biodiversity, or that it is somehow peripheral to our contemporary world.""The truth is we need it more than ever on a planet of six billion heading to over nine billion people by 2050.""The more that ecosystems become degraded, the UN says, the greater the risk that they will be pushed ""over the edge"" into a new stable state of much less utility to humankind.For example, freshwater systems polluted with excess agricultural fertiliser will suffocate with algae, killing off fish and making water unfit for human consumption.The launch of GBO-3 comes as governments begin two weeks of talks in Nairobi aimed at formulating new measures to tackle global biodiversity loss that can be adopted at October's Convention on Biological Diversity summit in Japan.",Nature loss 'to damage economies',0
Euxton residents plagued by swarms of house flies,"Residents of a Lancashire village are demanding council action after being invaded by swarms of flies for the second year running.Thousands of house flies have been swarming around homes in Euxton throughout the summer.An investigation commissioned by Chorley Borough Council last year failed to identify the source of the problem and tests are ongoing.Villager Chris Beech said people felt trapped in their own homes.The flies first began appearing in large numbers in July 2009, prompting almost 100 complaints to the council.Mr Beech said his family, including son Brandon who suffers from cystic fibrosis, were effectively trapped inside their home.""It's really bad - we can't really open our windows and doors. ""As soon as you open your door or window you've got six or seven flies flying into your house... Even when when you open your car boot they fly out of there.""It's been like this for two years, the residents are really annoyed at the moment.""It's difficult when the sun comes out, you can't enjoy your life, your garden.""Environmental experts were brought in to investigate last year, but could find no definitive source of the infestation.Councillor Eric Bell, of Chorley Borough Council, said tests of manure at farms and fields in the area proved negative.""It really is annoying, I can understand where the residents are coming from.""Up to now the tests we've done have not proved anything positive.""There's a lot of work gone on by the council to try to solve this problem and it's just disappointing that up to now we're not 100% sure about what it is.""",Euxton residents plagued by swarms of house flies,0
Lenny Kravitz to headline oil spill benefit gig,"Lenny Kravitz is to headline a benefit concert in New Orleans to support relief efforts for those affected by a huge oil spill in the Gulf of Mexico.Kravitz, who lives part-time in the Louisiana city, was among the first to sign up for Sunday's concert.Ani DiFranco, Allen Toussain and Mos Def will also take part in the event at the Mardi Gras World River City.Since 20 April, oil has been escaping at a rate of 210,000 gallons a day after an explosion on a BP-leased rig.Proceeds from the event will benefit fishermen and their families, whose livelihoods depend on the Gulf, as well as organisations that protect Louisiana's coast.Ewell Smith, executive director of the Lousiana Seafood Promotion and Marketing Board said the fishermen ""appreciated"" the effort.""Thousands of families across South Louisiana will potentially be impacted for years to come and will need all the help they can get to survive,"" he added.""Without them, we lose a vital part of our culture and heritage.""",Lenny Kravitz to headline oil spill benefit gig,0
What's in the education minister's in-tray,"What's going to be waiting in the in-tray for whoever takes over running education in England?Regardless of any other political ambitions, there will already be some big items on the to-do list.Before anyone even gets the chance to swivel in the big chairs in the education department, the first challenge will be to get a grip on the primary school Sats tests, which might or might not be taken this week.If the ash cloud of the general election hadn't blotted out coverage, this would have been seen as an unprecedented challenge to the authority of any schools minister.The boycott by head teachers has cast a fog of confusion over these compulsory national tests.It remains unknown how many of the 600,000 pupils who should be taking Sats will be doing so - and how much the annual school league tables will be disrupted.It is also entirely unclear what happens when such figures of authority as head teachers decide not to do something that the government says is their statutory duty.There will be tricky choices for ministers on how to respond to this classroom rebellion.Should they act tough with head teachers? Or should they offer a flag of truce? Will ministers look weak if heads can pick and choose which policies they carry out?If they agree to change the testing regime, will it set a precedent for heads to ditch other ministerial projects?If they pick a fight with the heads, how much harder will it be to push through any other plans? While ministers propose, in the end it's thousands of head teachers who are central to making things happen.An even thornier issue will be waiting for higher education ministers: raising tuition fees.This had been kicked into the long grass with a review that was conveniently scheduled not to report until safely after the election. But the election result has mowed the grass and left this topic ticking away in full view, waiting for a minister brave enough to approach when the review reports back later this year.It's something of a perfect storm.More people than ever before want to go to university. It's become an expectation of middle England and the aspiration of many more. Disappointing these families is going to make them very unhappy voters.University places are very expensive and the government is desperate to limit public spending on higher education. They won't be able to pay for the thousands of extra places needed to meet the surging demand.But universities still need funding and many of them want to be able to charge higher fees - maybe £5,000, £7,000, £10,000 per year. In the US, leading universities charge three times as much.It's a poisoned chalice for any minister, particularly when they're keeping a weather eye on another election. Do they want to be identified with a plan to double or treble the cost of going to university?There are already cynics suggesting that in a climate of political uncertainty, the fees review might be spun out even longer.Both schools and higher education face another iceberg on the horizon. Funding. Or more particularly, the lack of it.Funding is going to be a recurrent problem for education ministers - likely to appear in many guises, affecting staffing, places, buildings, pay, outsourcing, vocational courses, equipment and innovation.These will compete for attention alongside hardy perennials such as worries about exam standards, behaviour and school admissions. The curriculum, as ever, will be promised to be ""slimmed down"" at the same time as a list of new things are promised to be added.Any incoming minister will want to make their mark with a raft of eye-catching policies - but this time they are going to be severely constrained on spending. The pressure will be to cut costs rather than to announce expansion.New ideas will have to be launched without much new money - and that's without factoring in extra spending that can't be avoided. For instance, there is going to be a continuing need for more primary school places in many parts of the country as the birth rate continues to climb.The years of splashing the cash look like they're over. It's going to be about clever savings and targeted spending. The challenge for ministers could be trying to find ways to sell less as more.",What's in the education minister's in-tray,0
British Airways fuel price-fixing trial collapses,"The trial of three ex-British Airways executives and one current employee on price-fixing charges has collapsed.Prosecuting QC Richard Latham told the judge at Southwark Crown Court in London he would offer ""no evidence"".The four men, who denied wrongdoing, had been accused of agreeing with Virgin Atlantic to fix fuel surcharge prices between 2004 and 2006.The judge had raised questions about the case brought by the Office of Fair Trading (OFT).Mr Justice Owen said he had considered ""whether the manifest failures on the part of the prosecution are such as to render a fair trial impossible"".BA's head of sales Andrew Crawley, ex-commercial director Martin George, ex-communications head Iain Burns and ex-UK and Irish Republic sales chief Alan Burnett were the four executives accused of price fixing.Mr George and Mr Burns resigned from BA in 2006, while Mr Burnett retired in the same year. Mr Crawley remains in his role.The court heard on Monday how the OFT had failed to disclose key information to the defence.The OFT said its decision to drop the case ""follows the discovery last week of a substantial volume of electronic material, which neither the OFT nor the defence had previously been able to review.""OFT accepts that to continue with the trial in light of this unforeseen development would be potentially unfair to the defendants.""One e-mail suggested that Virgin had increased its fuel surcharge without consulting BA, undermining claims that the two had colluded on fixing their surcharges.Lawyers for the four defendants said that had this e-mail come to light earlier, the case may never have come to court.After the collapse, Ben Emmerson QC, representing Mr Burns, attacked the OFT, calling it ""not fit for purpose"". He told the court that OFT chief executive John Fingleton and director of cartels Ali Nikpay ""must shoulder personal responsibility for this fiasco"".The OFT and prosecutors were ""guilty of incompetence on a monumental scale"" for pursuing a long and expensive case, Mr Emmerson said.The OFT rejected these accusations, saying that it had acted in the interests of justice at all times.Prosecutor Mr Latham added: ""The platform for gratuitous abuse which has just been used is wholly unacceptable.""He said the OFT will respond in court on Tuesday, when any applications for costs will also be heard.The OFT also said it would be reviewing the role of Virgin in the case, particularly in light of its obligations to provide the OFT with ""continuous and complete cooperation"".It added: ""This may have potential consequences for Virgin's immunity from penalties. However, no inferences or conclusions should be drawn at this stage regarding the outcome of that review.""The charges against the BA executives related to a period of 18 months, when fuel surcharges rose from £5 to £60 for a typical long-haul return ticket",British Airways fuel price-fixing trial collapses,0
Internet approaches addressing limit,"In less than 18 months there will be no more big blocks of net addresses to give out, estimates suggest.Predictions name 9 September 2011 as the date on which the last of those tranches is released for net firms and others to use.Everything connected to the net needs an ""IP address"" to ensure data reaches the right person or device. Experts say that the net's entire existing address space will be exhausted about a year after that date. A newer scheme is being rolled out but many firms and countries are being slow to switch, experts warn. The net is built around version four of the Internet Protocol addressing scheme (IPv4) which has space for about four billion addresses. Its successor - IPv6 - has trillions available.The continued growth of the net is tied to this pool of addresses.While four billion was enough in the 1970s when the net was being set up, the growth of the world wide web is rapidly depleting this store. The growth of the web has meant that only about 7% of these addresses, roughly 300 million, are left to allocate. This entire pool is expected to be depleted in April 2012.In early May, the Internet Assigned Numbers Authority (IANA), which oversees the net address space, handed over two of the big chunks of remaining addresses. The removal of these 17 million addresses from the global pool meant that the date on which there will be no more big chunks left jumped forward. ""This whole business of forecasting depletion involves a little bit of reading the tea leaves,"" said Axel Pawlik, managing director of Ripe NCC, which hands out IP addresses in Europe. ""Ten years ago we said it would happen far in the future,"" said Mr Pawlick. ""Now we are all running around with iPhones, we're in that future.""While the cut off date is 18 months away, some fear it will shrink as the pace at which addresses get used speeds up. Throughout the whole of 2009, IANA handed out eight of the big blocks of IPv4 addresses. In the first 100 days of 2010, it has handed out six.Trefor Davies, chief technology officer at business ISP Timico, said rationing of the remaining IPv4 addresses was already under way.""You cannot just ask for more IP addresses,"" he said. ""You have to prove you need them.""""The registries will not let you have more until your reserves reach a certain threshold,"" he said.While IPv4 and IPv6 can live alongside each other, anecdotal evidence suggests it is not a trouble-free union, said Mr Davies.The process of translating one address into the format of another introduces a significant delay. Unless more ISPs and others start to adopt IPv6 those delays could start to hit general web browsing, fears Mr Davies.""It adds quite a lot of latency onto people accessing your network because it has to go through network address translation,"" he said.Mr Pawlick from Ripe said it had seen significant growth in requests for IPv6 addresses over the last few months. ""What we are not seeing yet is those IPv6 addresses being used on the internet,"" he said.IPv6 tracking services suggest that less than 1% of the net's top one million websites run IPv6. Another statistic suggests that only 6% of the networks that form the net use IPv6. China is one of the biggest users of  the new addressing scheme.Companies are being urged to get working with IPv6 now, to forestall any problems caused by the shortfall.""The key thing to focus on is the opportunities IPv6 brings your business before IPv4 runs out,"" said Simon McCalla, director of IT at Nominet, which oversees the .uk domain.",Internet approaches addressing limit,0
Wife killer conviction overturned,"A man serving life for strangling his doctor wife should stand trial again, appeal judges have ordered.Nabeel Khan, 45, was found guilty in August 2009 of murdering pathologist Iffat Kamal and was told he would spend at least 15 years in prison.But appeal judges have now ruled Khan suffered a miscarriage of justice.They said the trial judge, Lord Hardie, had misdirected the jury over the differences between murder and culpable homicide.Giving their decision, Lord Justice Clerk Lord Gill said how the jury reached their decision was ""a matter of speculation"".But he said the way Lord Hardie had asked jurors to consider their verdict could have affected the outcome of the trial.After the ruling that Khan had suffered a miscarriage of justice, advocate depute Alex Prentice QC asked Lord Gill, sitting with Lords Eassie and Bonomy, to order a fresh trial and they agreed.No date has yet been fixed for Khan to return to court.Consultant pathologist Dr Kamal, 39, died in Dundee's Ninewells Hospital where she worked, 10 days after an attack in her home in the city's Simpson Court on 10 December 2008.Jailing Nabeel Khan for life, Lord Hardie described the murdered woman as ""a successful, dedicated pathologist"".The trial last year heard that Khan had a gambling habit and told a psychiatrist he had lost £17,000 playing online poker and other forms of betting and also used his wife's credit card while she was in India. Pakistan-born Khan, who is a German citizen, was said to have slapped Dr Kamal and then fatally throttled her by putting his arm around her neck. ",Wife killer conviction overturned,0
Sony Awards 2010: Winners list,"Here are the winners for this year's Sony Radio Academy Awards, held in London on 10 May.Today (BBC Radio 4)Dermot O'Leary Show (BBC Radio 2)The Capital Breakfast Show (95.8 Capital FM)Nihal (BBC Asian Network)Scott Mills (BBC Radio 1)Zane Lowe (BBC Radio 1)Frances Finn (BBC Radio Nottingham)Sir David Attenborough (BBC Radio 4)Lyse Doucet (BBC World Service)Euan McMorrow (Radio City 96.7)Oxfordshire's 106 Jack FMMoray Firth RadioBBC Radio DerbyKiss 100Planet RockBBC Radio 5 liveTrevor NelsonBFBS Radio.Jarvis Cocker (BBC 6 Music)The New Ballads of Reading Gaol (BBC Radio Berkshire)Sportsound (BBC Radio Scotland)Archive on 4: Working for Margaret (BBC Radio 4)Crossing Continents: Chechnya (BBC Radio 4)Who's Calling Christian? (Absolute Radio)Elvis By Bono (BBC Radio 4)Hackney Podcast (HackneyPodcast.co.uk)Mark Kermode (BBC Radio 5 live)Dear Stan (talkSPORT)Alzheimer's Tragedy (BBC Radio Ulster)Newshour - (BBC World Service)Skins Radio (NME Radio)Absolute Blur (Absolute Radio)People Snogging in Public Places (BBC Radio 3)Vote Joe (Real Radio North East)Jenni Murray interviews Sharon Shoesmith, Woman's Hour (BBC Radio 4)Adam and Joe (BBC 6 Music)Zane Lowe (BBC Radio 1)Dixie &amp; Gayle, The Real Breakfast Show (Real Radio Yorkshire)",Sony Awards 2010: Winners list,0
UK industrial output rises 2% in March,"UK industrial output saw its strongest monthly expansion in almost eight years in March, official figures have shown.Output rose by 2.0% compared with February, the Office for National Statistics (ONS) said. Analysts had expected a 0.3% rise.Strong export demand contributed to a powerful performance by manufacturers.The ONS estimated that the data would add 0.1 percentage points to the UK's first-quarter GDP growth - initially estimated at 0.2%.Manufacturing output rose by 2.3% on a month-on-month basis.The transport and metal sectors of manufacturing had done particularly well, the ONS said.There have been hopes that a weak pound would boost the UK economy by making its exports cheaper.The EEF manufacturing group said the UK was seeing ""a broad-based recovery for a sector hard hit by the recession"".But its chief economist, Lee Hopley, said that a ""credible plan to repair the public finances"" was needed to ""both reassure financial markets and underpin a sustainable recovery"".",UK industrial output rises 2% in March,0
E.On profits slip despite UK growth,"E.On, Germany's biggest power producer, has reported a 7% fall in first-quarter profits after restructuring costs hit otherwise good underlying growth.The company reported profits of 2.3bn euros (£1.97bn), down from 2.5bn euros for the same period a year earlier.However, underlying earnings for the quarter were 3.7bn euros, up from 3.1bn euros. E.On said it had seen particularly good earnings growth at its UK and recently-established renewable energy divisions.The company said that the fall in headline profits was due to the tax implications on disposals and other restructuring charges, particularly the disposal of E.On's US energy unit PPL.Overall sales in the quarter were 26.2bn euros, up 1.1% from a year earlier.For the rest of of 2010, E.On said it was ""cautiously optimistic"" and maintained a forecast for core earnings to be stable or rise up to 3%.Meanwhile, France's biggest power utility, Electricite de France, said sales had risen 4.3% in the first quarter, boosted by acquisitions in the US and Belgium.The state-controlled company said sales were 21.9bn euros, up from 21bn euros in the first quarter of 2009.   ",E.On profits slip despite UK growth,0
Train operators accused of 'astronomical' fare rises,"Some of the UK's biggest train operators are being accused of ""astronomical"" fare rises, as a result of extending peak-time hours.The rail watchdog Passenger Focus says that some fares have nearly quadrupled since last year.Train companies say that the number of people affected by such rises is ""tiny"".Since January, over 180 trains a week have been rescheduled as ""peak-time"", a BBC survey found.By redesignating trains as ""peak"", this allows train companies to increase fares without needing permission from the regulator.Edward Welsh, of the Association of Train Operating Companies (Atoc), says the vast majority of travellers have seen fares fall, stay the same or rise below the rate of inflation.""The average increase in fares this January was 1.1%. That's the lowest since privatisation 15 years ago,"" he says.One train affected by the rises is the 0950 Virgin Trains service from Birmingham to London.Last year this train was off peak. But after Virgin decided to extend ticket restrictions for more than an hour a day, it is now peak.On board, we found businessman Antony Ray, who has no choice but to use this particular service.As a result of the changes, his fare from Telford to London has more than tripled from £45 to £158 for a return journey.""It's crazy,"" he says. ""You basically can't get down to London and get back in time for meetings. The car's much cheaper.""Last year, taking the 0915 from London Euston to Manchester, returning at 0855 the next day, would have cost £66. Now that Virgin has extended its peak hours, the same ticket costs £262.Anthony Smith, of Passenger Focus, says such rises are astronomical.""Tinkering with ticket restrictions causes confusion. And if your journey has gone up by four times, you're going to feel you've been done,"" he says.Our survey found that South West Trains, which runs commuter routes out of London Waterloo, has redesignated 114 trains, including all services between 1600 and 1900.However, the company points out that even though super off-peak tickets are no longer valid on these services, off-peak tickets are still accepted.Virgin has redesignated 75 trains a week as peak, as a result of extending peak hours by 35 minutes in the morning, and 28 minutes in the afternoon. To get an off-peak service into London, passengers need to arrive in the capital after 1130.The first Virgin off-peak service from Rugby is listed for 1124, meaning you would not arrive in London until after midday.However, on the East Coast mainline, which was taken over by the government last year, five trains a week have been reassigned the other way, from peak to off-peak.Both Virgin and South West Trains point out that the number of people affected by such rises is relatively small. Virgin told the BBC that 3.4% of their services have been redesignated. The figure for South West Trains is 8%. Virgin also pointed out that passengers can make considerable savings by buying their tickets in advance, and online.An Atoc spokesman said: ""Picking out fares that will only be paid by a very small proportion of customers, gives an incredibly partial impression of ticket prices. ""This year, thanks to the lowest fare rises since privatisation, the vast majority of people have seen fares fall, stay the same or rise below the rate of inflation.""Atoc also adds the train fares affected by peak-time hours being extended is a very small minority - under one per cent - of millions of journeys made daily on the railway network. The changes in peak services are complex for passengers to understand.  It is all too easy to get on a train with the wrong ticket, or to pay more than necessary.So can they expect to get clear advice from railway staff? Not according to the consumer magazine, Which?In a survey last year, Which? found that one in three station staff gave out incorrect advice, and nearly half of National Rail Enquiries staff passed on the wrong information.""That leads to customer confusion,"" says Matt Bath from the magazine. ""Customers can hold the wrong tickets and potentially travel at the wrong time.""But Atoc disputes the findings of the Which? survey. It claims that independent research has found that 99% of the advice being given out is accurate.Passenger Focus says the truth lies somewhere in the middle.Train operators are doing nothing wrong by redesignating trains as peak-time services.And it does have one major advantage for them.At the moment only off-peak fares are controlled by the regulator. So lengthening peak hours gives operators much more freedom to increase prices at will.But given some rather more urgent priorities for the new UK government, there is unlikely to be immediate pressure to change the current rules - even though extending peak times means the operators will find it hard to duck the accusation that it is a very easy way to put up fares.",Train operators accused of 'astronomical' fare rises,0
Wikimedia pornography row deepens as Wales cedes rights,"A row over sexually explicit content on the web encyclopaedia Wikipedia and related sites has escalated.Co-founder Jimmy Wales has given up some of his site privileges following protests by contributors angered that he deleted images without consultation.Mr Wales had previously urged the removal of ""pornographic"" content from the user-generated site.This followed a complaint about ""child pornography"" to the FBI from another Wikipedia co-founder.In early April, the estranged co-founder, Larry Sanger, reported Wikimedia Commons to the FBI, alleging that the organisation was ""knowingly distributing child pornography"".He later clarified that his concern was not about photographs of children, but ""obscene visual representations of the abuse of children"", which can include drawings and sculpture.Last week, administrators of Wikimedia Commons, a media file store widely used for Wikipedia articles, deleted hundreds of images.  Some images deemed by the Wikipedia community to have educational merit have since been reinstated.Mr Wales had earlier posted his support for the removal of ""images that are of little or no educational value but which appeal solely to prurient interests"", deleting many pictures himself.Pressure on the organisation had increased after Fox News reported the story, contacting a number of high-profile corporate donors to the Wikimedia Foundation, which owns Wikipedia, Wikimedia Commons and related sites.It asked whether the donors were aware of ""the extent of sexually explicit content"" on Wikimedia Commons.It is not clear whether Mr Wales's support for the removal of explicit content was in response to Mr Sanger's concerns, pressure from Fox News, or something else.But Michael Peel, Chair of Wikimedia UK, told BBC News that a continuous debate over explicit content has recently ""come to a head"".  The central issue at the moment, he says, is ""whether the content is educational"".  ""Anyone can come to Wikimedia Commons and upload media.  Illegal stuff is deleted, and copyright stuff is deleted.""Mr Wales has faced criticism from the band of volunteers who help to maintain the site, some of whom argued that the decision to delete was undemocratic and taken too quickly.  They also expressed concerns that valid material might be deleted accidentally.On Sunday, in response, Jimmy Wales voluntarily revoked many of the ""permissions"" given to him as Wikipedia's founder, to delete and edit ""protected"" content on Wikimedia Commons.  In a message to the Wikimedia Foundation mailing list he said this was ""in the interest of encouraging this discussion to be about real philosophical/content issues, rather than be about me and how quickly I acted"".A more detailed policy statement from the Wikimedia Foundation is expected in the coming days.",Wikimedia pornography row deepens as Wales cedes rights,0
Animals need 'right to privacy' from wildlife films,"Animals' right to privacy needs to be taken more seriously by wildlife documentary makers, suggests research.The ethics of the media and privacy should be extended beyond humans to the animal world, suggests Brett Mills at the University of East Anglia.He says it might be acceptable to film ""public events"" such as animals hunting - but questions more intrusive recording.Dr Mills says animals should not be seen as ""fair game"" for filmmakers.An academic in the university's film and television department, Dr Mills says ""we see it as unethical and wrong to secretly film people - we say it's not allowed"".But when it comes to animals being recorded in documentaries, such questions are never raised, he says.""What does it say about our assumptions about animals?"" asks Dr Mills.The research, Television Wildlife: Documentaries and Animals' Right to Privacy, wants to start a debate about whether animals should receive more respect from filmmakers.Should cameras be shoved down burrows? Should animals be stalked by hidden cameras?""It might at first seem odd to claim that animals might have a right to privacy,"" said Dr Mills.But he says that animal behaviour shows that they can make a distinction between public and private behaviour.There are times when they withdraw from ""public"" areas, he says, and appear to want privacy.For humans, he says, it is assumed that documentary makers would need consent to go into people's private lives, but no such boundary exists for wildlife filmmakers.""When confronted with such 'secretive' behaviour the response of the wildlife documentary is to read it as a challenge to be overcome with the technologies of television. ""The question constantly posed by wildlife documentaries is how animals should be filmed: they never ask whether animals should be filmed at all.""The research, published in Continuum: Journal of Media and Cultural Studies, wants to raise a debate over whether there should be ethical considerations about the filming of animals.Teaching students about making television documentaries often involves ethical discussions about what is permissible to be recorded, he says - and also examining how people might give up their privacy to become part of a documentary.But while wildlife documentaries are seen as a ""good thing"", he wants to ask why there is such little discussion of the rights of their unknowing star performers.",Animals need 'right to privacy' from wildlife films,0
Banks deluged by backlog of complaints,"The UK's banks had to deal with a huge backlog of complaints in the second half of last year, figures from the Financial Services Authority show.Banks and building societies dealt with 2,014,000 complaints, up from 867,427 in the first half of the year.This was because they were finally allowed to process more than a million complaints about overdraft charges.These had been on hold since the middle of 2007, pending the outcome of a high-profile legal test case.This was finally resolved last November in favour of the banks, when the Supreme Court ruled against an attempt by the Office of Fair Trading (OFT) to challenge the fairness of bank overdraft charges using existing consumer protection laws.""The complaints were put on hold with an FSA waiver for the duration of the test case between the OFT and major banks, which ended last December,"" the FSA explained.""Banks now have to deal with these complaints, which account for most of the increase in complaints specifically related to banking during this period."" Overall, the financial services industry received nearly 2.7 million complaints in the last six months of 2009, up from 1,510,886 in the first half of the year.This was the largest number since the initial surge of bank overdraft complaints hit the industry in the first half of 2007, when in total just over two million complaints were received.After banking services, the next largest category of business that upset customers was general insurance and pure protection, which generated 421,368 complaints, up from 337,000 in the previous six months.It was these policies that led to most compensation being paid to customers.Banks, building societies and other sellers of insurance repaid £144m to customers in the last half of 2009 as a direct result of their complaints, out of a total of £284m redress paid to buyers of all types of financial product.Of the insurance complaints, 174,000 related to the mis-selling of payment protection insurance.",Banks deluged by backlog of complaints,0
Carlsberg profits hit by Russian beer tax hike,"Profits at the Danish brewer Carlsberg have been hit by a Russian beer tax, falling by 7% in the first 3 months of 2010.Operating profit fell to 735m kroner ($125.2m; £84.4m) from 788m kroner last year.However, the figure was better than analysts had predicted and Carlsberg's shares rose on the news.Sales in Carlsberg's key region of Russia fell by 12% after the government tripled the tax on beer.The fall was partly offset by improving sales in Western Europe and Asia where volumes grew 3% and 16% respectively.Carlsberg says that it is still aiming for 20% net profit growth in 2010 and it anticipates ""outperforming the market"".",Carlsberg profits hit by Russian beer tax hike,0
Google answers privacy questions posed by commissioners,"Google has defended its privacy practices following a letter of complaint from data protection commissioners around the world.The original letter expressed concerns on privacy issues surrounding Google's social networking tool Buzz and its Street View service.In response Google said it was ""committed to ensuring privacy is designed into our products"".But it admitted that mistakes were made with the launch of Buzz.""We do not get everything 100% right - that is why we acted so quickly on Google Buzz,"" said the letter, signed by Jane Horvath and Peter Fleischer, global privacy counsel for Google.A spokesman for Google said the letter represented Google's ""full response"" to the concerns raised by ten privacy commissioners from around the world, including the UK, Canada and France. Google insisted that it had a ""core commitment"" to privacy.""We are keenly aware of the trust that our users place in our services, and of our responsibility to protect their privacy. As part of this responsibility, we are committed to being transparent with our users about the information that we collect,"" the letter read.""Respecting privacy is a part of every Googler's job,"" it added.This respect was not apparent to all users at the launch of its social networking service Buzz. The search giant found itself with a flurry of complaints from users unhappy that their Gmail accounts had automatically been connected to the service without their consent.As the row escalated, Google moved quickly to enable Buzz users to set their own privacy controls.In a subsequent letter from Canada's privacy commissioner Jennifer Stoddart, this prompt response was praised.But the letter also raised concerns about the way Google handled users' privacy.It was co-signed by Ms Stoddart's counterparts in France, Germany, Ireland, Israel, Italy, the Netherlands, New Zealand, Spain and the UK.It called on Google to collect and process the minimum amount of personal information required for a service, to be clear about how it would be used and to ensure that privacy settings were default and easy to use.It also expressed unease about Street View, Google's street level, 360-degree photographs of areas taken by specially equipped Google vehicles.In Germany there has been criticism of the Street View service because it has recorded the details of private wi-fi networks. Germany's Federal Commissioner for Data Protection Peter Schaar has complained to Google.A legal claim in February 2009 by a Pittsburgh couple who said that Street View violated their privacy was thrown out by a federal judge.",Google answers privacy questions posed by commissioners,0
Twitter hit by major disruption,"Twitter has fixed a major bug that saw many users of the service appear to lose all of their followers and friends.The problem began when a flaw was uncovered that allowed people to force others to ""follow"" them on the site. People who typed ""accept"" followed by a person's Twitter name forced the user to be added to their list of followers. The hack was quickly passed around the social network with many people using it to force celebrities to follow them. It could have easily allowed spammers to insert messages into thousands of accounts. Twitter quickly closed the loophole but was forced to temporarily reset many accounts as it cleaned up the damage. The reset made it look like many users had no followers and were also following no one.""We identified and resolved a bug that permitted a user to 'force""' other users to follow them,"" the site said in a blog post. People were still able to use the service during the disruption.Twitter allows users to post messages - known as tweets - up to 140 characters long.People can see what others are writing by choosing to ""follow"" them. However, unlike many social networks, both parties do not have to reciprocate the friendship.The new bug allowed many people to force celebrities, such as Lady Gaga, to follow them by simply typing ""accept @ladygaga"". This would make it appear that Lady Gaga had chosen to follow them and would also inject a user's tweets into the singer's feeds. The flaw only worked on the website and not through third-party software used to access the service, such as Tweetdeck. A Turkish man known as bilo31 originally posted details of the so-called ""follow bug"".  He explained on a Turkish website that he has little knowledge of computer programming, and had stumbled on the flaw by accident.He said that he is a fan of a heavy metal band called Accept.  When he tweeted ""Accept pwnz"", he discovered that he was automatically being followed by the user @pwnz.Twitter has exploded in popularity since 2007, when it was launched, and now has more than 100 million users.  News of the flaw follows the discovery of a recent high-profile security bug at Facebook, another poster child of the social web.The exploit - now fixed - exploited the site's privacy settings and allowed users to eavesdrop on their friends' live chats and see their pending friend requests. ",Twitter hit by major disruption,0
